"NumberObject";"LESHOS";"LESNICH";"KZAS";"KV";"ADMR";"AKT";"FIRMA";"EX";"VYDEL";"PL";"KZM_M1";"OZU";"POR_M3";"BON";"TL";"TUM";"GRV";"ZAPV";"XOZS";"VOZRR";"KLVOZR";"XMER1";"XMER1P";"SUX";"XMER2";"POR_M2";"GOD_R";"PNI_W";"PNI_C";"DM";"NE2A";"PTK2";"PTK1";"TIP_M3";"ZAXLO";"ZAXLL";"OPT";"PTG";"MAPINFO_ID";"XMER3";"EKS";"KRUT";"LFLAG"
8413;21;3;"131802";135;"522";"14";"1";"21";2;14,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";3;"50";"3";"29";"3";1435;10;;1470;;;;;;;;;;;;;12;86673;0;;;1
8414;21;3;"131802";135;"522";"14";"1";"21";3;15,00;1101;0;302600;"1À";"ÊÈÑ";"Ñ2";4;"36";"14";"35";"5";0;0;;0;"100200";;;;;;;;;;;;23;86674;0;;;1
8415;21;3;"131802";135;"522";"14";"1";"21";5;69,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";3;"228";"3";"29";"3";1435;15;;1470;;;;;;;;;;;;;12;86675;0;;;1
8416;21;3;"131802";135;"522";"14";"1";"21";6;39,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";4;"125";"3";"29";"4";0;0;;0;;;;;;;;;;;;;12;86676;0;;;1
8417;21;3;"131802";135;"522";"14";"1";"21";9;11,00;1101;0;100100;"1À";"ÎÐ";"Â2";4;"40";"1";"29";"4";1621;0;;0;;;;;;;;;;"10";"10";;8;86677;0;;;1
8418;21;3;"131802";135;"522";"14";"1";"21";10;56,00;1101;0;100200;"1";"ÎÐ";"Ñ2";3;"162";"3";"29";"3";0;0;"5";0;;;;;;;;;;"10";;;12;86678;0;;;1
8419;21;3;"131802";135;"522";"14";"1";"21";11;18,00;1101;0;100100;"1À";"ÊÈÑ";"Ñ2";4;"61";"1";"29";"4";0;0;;0;;;;;;;;;;;;;12;86679;0;;;1
8420;21;3;"131802";135;"522";"14";"1";"21";16;2,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86680;0;;;1
8421;21;3;"131802";135;"522";"14";"1";"21";17;4,00;2310;0;0;;;;0;;;;;1845;0;;0;;;;;;;;;;;;;0;86681;0;;;1
8422;21;3;"131802";135;"522";"14";"1";"21";18;32,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";3;"115";"3";"29";"3";1435;10;;1470;;;;;;;;;;;;;12;86682;0;;;1
8423;21;3;"131802";135;"522";"14";"1";"21";19;24,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";4;"77";"3";"29";"4";0;0;;0;;;;;;;;;;;;;12;86683;0;;;1
8424;21;3;"131802";135;"522";"14";"1";"21";20;28,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";3;"92";"3";"29";"3";1435;15;;1470;;;;;;;;;;;;;12;86684;0;;;1
8425;21;3;"131802";135;"522";"14";"1";"21";21;18,00;1101;0;100200;"1";"ÎÐ";"Ñ2";3;"52";"3";"29";"3";0;0;"5";0;;;;;;;;;;"10";;;12;86685;0;;;1
8426;21;3;"131802";135;"522";"14";"1";"21";22;1,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86686;0;;;1
8427;21;3;"131802";135;"556";"14";"1";"21";4;17,00;1101;0;304000;"1À";"ÊÈÑ";"Ä2";6;"53";"15";"43";"6";0;0;;0;"100200";;;;;;;;;;;;23;86687;0;;;1
8428;21;3;"131802";135;"556";"14";"1";"21";7;5,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86688;0;;;1
8429;21;3;"131802";135;"556";"14";"1";"21";8;3,00;1101;0;304110;"1";"ÊÐ";"Ä4";3;"5";"16";"37";"3";0;0;;0;;;;;;;;;;;;;41;86689;0;;;1
8430;21;3;"131802";135;"556";"14";"1";"21";12;15,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";3;"47";"3";"29";"3";0;0;;0;;;;;;;;;;;;;12;86690;0;;;1
8431;21;3;"131802";135;"556";"14";"1";"21";13;3,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";3;"8";"3";"29";"3";0;0;;0;;;;;;;;;;;;;12;86691;0;;;1
8432;21;3;"131802";135;"556";"14";"1";"21";14;5,00;1101;0;304110;"2";"ÒÀÂ";"Ñ4";5;"9";"16";"37";"6";0;0;;0;;;;;;;;;;;;;41;86692;0;;;1
8433;21;3;"131802";135;"556";"14";"1";"21";15;1,00;2310;0;0;;;;0;;;;;1845;0;;0;;;;;;;;;;;;;0;86693;0;;;1
8434;21;3;"131802";136;"522";"14";"1";"21";1;6,00;1101;62;100200;"1À";"ÊÈÑ";"Ä2";4;"23";"3";"29";"4";0;0;;0;;;;;;;;;;;;;12;86694;0;;;1
8435;21;3;"131802";136;"522";"14";"1";"21";2;5,00;1101;62;304000;"1À";"ÑÍ";"Ä3";4;"8";"15";"43";"3";0;0;;0;"100200";;;;;;;;;;;;24;86695;0;;;1
8436;21;3;"131802";136;"522";"14";"1";"21";3;67,00;1101;0;302600;"1Á";"ÊÈÑ";"Ä2";3;"101";"14";"35";"3";0;0;;0;"100200";;;;;;;;;;;;12;86696;0;;;1
8437;21;3;"131802";136;"522";"14";"1";"21";4;40,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";6;"124";"14";"35";"8";1265;15;;3271;"100200";;;;;;;;;;;;12;86697;0;;;1
8438;21;3;"131802";136;"522";"14";"1";"21";5;14,00;1101;0;302600;"1Á";"ÊÈÑ";"Ä2";3;"21";"14";"35";"3";0;0;;0;"100200";;;;;;;;;;;;12;86698;0;;;1
8439;21;3;"131802";136;"522";"14";"1";"21";6;42,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";6;"139";"14";"35";"8";1211;0;;3211;"100200";;;;;;;;;;;;12;86699;0;;;1
8440;21;3;"131802";136;"522";"14";"1";"21";7;10,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";4;"24";"1";"29";"4";0;0;;0;;;;;;;;;;;;;12;86700;0;;;1
8441;21;3;"131802";136;"522";"14";"1";"21";8;9,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";6;"16";"14";"35";"8";0;0;;0;"100200";;;;;;;;;;;;12;86701;0;;;1
8442;21;3;"131802";136;"522";"14";"1";"21";9;16,00;1101;0;304110;"1À";"ÑÍ";"Ä3";5;"56";"16";"37";"6";0;0;;0;"100200";;;;;;;;;;;;24;86702;0;;;1
8443;21;3;"131802";136;"522";"14";"1";"21";10;12,00;1101;403;304110;"1À";"ÑÍ";"Ä3";5;"42";"16";"37";"6";0;0;"10";0;"100200";;;;;;;;;;;;24;86703;0;;;1
8444;21;3;"131802";136;"522";"14";"1";"21";11;8,00;1101;0;304110;"1";"ÊÐ";"Ä4";6;"26";"16";"37";"7";1211;0;;3285;;;;;;;;;;;;;31;86704;0;;;1
8445;21;3;"131802";136;"522";"14";"1";"21";12;10,00;1101;403;304110;"1";"ÊÐ";"Ä4";6;"33";"16";"37";"7";0;0;;0;;;;;;;;;;;;;31;86705;0;;;1
8446;21;3;"131802";136;"522";"14";"1";"21";13;1,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86706;0;;;1
8447;21;3;"131802";136;"522";"14";"1";"21";14;9,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";3;"13";"14";"35";"3";0;0;;0;"100200";;;;;;;;;;;;12;86707;0;;;1
8448;21;3;"131802";136;"522";"14";"1";"21";15;4,00;1101;0;304110;"1À";"ÑÍ";"Ä3";5;"14";"16";"37";"6";0;0;;0;"100200";;;;;;;;;;;;24;86708;0;;;1
8449;21;3;"131802";136;"522";"14";"1";"21";16;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86709;0;;;1
8450;21;3;"131802";137;"522";"14";"1";"21";1;15,00;1101;0;304000;"1À";"ÑÍ";"Ä3";2;"23";"15";"43";"2";1431;15;;0;"100200";;;;;;;;;;;;24;86710;0;;;1
8451;21;3;"131802";137;"522";"14";"1";"21";2;8,00;1101;0;304110;"2";"ÒÀÂ";"Ñ4";5;"13";"16";"37";"6";0;0;;0;;;;;;;;;;;;;31;86711;0;;;1
8452;21;3;"131802";137;"522";"14";"1";"21";3;35,00;1101;0;304110;"2";"ÎÑ";"Ñ5";5;"32";"16";"37";"6";0;0;"20";0;;;;;;;;;;;;;31;86712;0;;;1
8453;21;3;"131802";137;"522";"14";"1";"21";4;3,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";6;"11";"3";"29";"6";1211;0;;3285;;;;;;;;;;;;;23;86713;0;;;1
8454;21;3;"131802";137;"522";"14";"1";"21";5;16,00;1101;0;304110;"2";"ÎÑ";"Ñ5";2;"6";"16";"37";"2";0;0;;0;;;;;;;;;;;;;31;86714;0;;;1
8455;21;3;"131802";137;"522";"14";"1";"21";6;9,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";3;"14";"14";"35";"3";1431;15;;0;"100200";;;;;;;;;;;;23;86715;0;;;1
8456;21;3;"131802";137;"522";"14";"1";"21";7;3,00;1101;0;304000;"1À";"ÊÈÑ";"Ä2";1;"1";"15";"43";"1";0;0;;0;"100200";;;;;;;;;;;;23;86716;0;;;1
8457;21;3;"131802";137;"522";"14";"1";"21";8;16,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";5;"40";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;;23;86717;0;;;1
8458;21;3;"131802";137;"522";"14";"1";"21";9;8,00;1101;0;304110;"1";"ÊÐ";"Ä4";4;"23";"16";"37";"5";0;0;;0;;;;;;;;;;;;;30;86718;0;;;1
8459;21;3;"131802";137;"522";"14";"1";"21";10;10,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";5;"32";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;;23;86719;0;;;1
8460;21;3;"131802";137;"522";"14";"1";"21";11;11,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";4;"33";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;23;86720;0;;;1
8461;21;3;"131802";137;"522";"14";"1";"21";12;4,00;1101;403;302600;"1À";"ÊÈÑ";"Ä2";3;"5";"14";"35";"3";0;0;;0;"100200";;;;;;;;;;;;23;86721;0;;;1
8462;21;3;"131802";137;"522";"14";"1";"21";13;3,00;1101;403;100100;"1";"ÊÈÑ";"Ñ2";4;"11";"1";"29";"4";0;0;;0;;;;;;;;;;;;;23;86722;0;;;1
8463;21;3;"131802";137;"522";"14";"1";"21";14;2,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";4;"7";"1";"29";"4";0;0;;0;;;;;;;;;;;;;23;86723;0;;;1
8464;21;3;"131802";137;"522";"14";"1";"21";15;13,00;1101;0;100100;"2";"ÄÌ";"À4";4;"39";"1";"29";"4";1435;15;;1470;;;;;;;;;;;;;34;86724;0;;;1
8465;21;3;"131802";137;"522";"14";"1";"21";16;63,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";4;"290";"3";"29";"4";1435;15;;1470;;;;;;;;;;;;;23;86725;0;;;1
8466;21;3;"131802";137;"522";"14";"1";"21";17;5,00;1101;403;302600;"1À";"ÎÐ";"Ñ2";3;"6";"14";"35";"3";0;0;;0;"100200";;;;;;;;;;;;23;86726;0;;;1
8467;21;3;"131802";137;"522";"14";"1";"21";18;10,00;1101;403;302600;"1À";"ÊÈÑ";"Ä2";4;"23";"14";"35";"6";0;0;;0;"100200";;;;;;;;;;;;23;86727;0;;;1
8468;21;3;"131802";137;"522";"14";"1";"21";19;8,00;1101;403;100100;"2";"×ÅÐ";"À3";4;"23";"1";"29";"4";1435;15;;1470;;;;;;;;;;;;;34;86728;0;;;1
8469;21;3;"131802";137;"522";"14";"1";"21";20;9,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";4;"36";"3";"29";"4";0;0;;0;;;;;;;;;;;;;23;86729;0;;;1
8470;21;3;"131802";137;"522";"14";"1";"21";21;5,00;1101;0;302600;"1À";"ÎÐ";"Ñ2";4;"14";"14";"35";"6";0;0;;0;"100200";;;;;;;;;;;;23;86730;0;;;1
8471;21;3;"131802";137;"522";"14";"1";"21";22;2,00;1510;403;302600;"3";"ÎÑ";"Â5";0;;"14";"35";;3285;0;;0;"302600";;;;;;;;;;;;31;86731;0;;;1
8472;21;3;"131802";137;"522";"14";"1";"21";23;4,00;1510;0;100200;"1";"ÊÈÑ";"Ä2";0;;"3";"29";;3285;0;;0;"100200";;;;;;;;;;;;23;86732;0;;;1
8473;21;3;"131802";137;"522";"14";"1";"21";24;3,00;2310;0;0;;;;0;;;;;1881;0;;0;;;;;;;;;;;;;0;86733;0;;;1
8474;21;3;"131802";138;"522";"14";"1";"21";1;3,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";4;"11";"3";"29";"4";0;0;;0;;;;;;;;;;;;;23;86734;0;;;1
8475;21;3;"131802";138;"522";"14";"1";"21";2;43,00;1509;0;304110;"1";"ÏÀÏ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";"13";"300";;"32";;;;;;;;30;86735;0;;;1
8476;21;3;"131802";138;"522";"14";"1";"21";3;38,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";1;"8";"16";"37";"1";0;0;"5";0;;;;;;;;;;;;;31;86736;0;;;1
8477;21;3;"131802";138;"522";"14";"1";"21";4;15,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";3;"57";"3";"29";"3";0;0;;0;;;;;;;;;;;;;23;86737;0;;;1
8478;21;3;"131802";138;"522";"14";"1";"21";5;19,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";4;"82";"3";"29";"4";1435;10;;0;;;;;;;;;;;;;23;86738;0;;;1
8479;21;3;"131802";138;"522";"14";"1";"21";6;30,00;1509;0;304110;"1";"ÏÀÏ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";"13";"350";;"36";;;;;;;;30;86739;0;;;1
8480;21;3;"131802";138;"522";"14";"1";"21";7;10,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";5;"30";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;;23;86740;0;;;1
8481;21;3;"131802";138;"522";"14";"1";"21";8;38,00;1101;0;100100;"2";"×ÅÐ";"À3";6;"110";"1";"29";"6";1222;40;"5";3275;;;;;;;;;;;;;34;86741;0;;;1
8482;21;3;"131802";138;"522";"14";"1";"21";9;5,00;1101;0;100100;"1";"×ÅÐ";"À3";4;"17";"1";"29";"4";0;0;;0;;;;;;;;;;;;;12;86742;0;;;1
8483;21;3;"131802";138;"522";"14";"1";"21";10;13,00;1101;0;100200;"1";"×ÅÐ";"Ñ3";4;"47";"3";"29";"4";0;0;;0;;;;;;;;;;;;;12;86743;0;;;1
8484;21;3;"131802";138;"522";"14";"1";"21";11;13,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";1;"3";"3";"29";"1";0;0;;0;;;;;;;;;;;;;12;86744;0;;;1
8485;21;3;"131802";138;"522";"14";"1";"21";12;38,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";4;"163";"3";"29";"4";0;0;;0;;;;;;;;;;;;;12;86745;0;;;1
8486;21;3;"131802";138;"522";"14";"1";"21";13;21,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";1;"1";"3";"29";"1";0;0;;0;;;;;;;;;;;;;23;86746;0;;;1
8487;21;3;"131802";138;"522";"14";"1";"21";14;5,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";1;;"3";"29";"1";1411;60;;0;;;;;;;;;;;;;23;86747;0;;;1
8488;21;3;"131802";138;"522";"14";"1";"21";15;8,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";4;"20";"14";"35";"6";0;0;;0;"100200";;;;;;;;;;;;23;86748;0;;;1
8489;21;3;"131802";138;"522";"14";"1";"21";16;4,00;2310;0;0;;;;0;;;;;1881;0;;0;;;;;;;;;;;;;0;86749;0;;;1
8490;21;3;"131802";138;"522";"14";"1";"21";17;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86750;0;;;1
8491;21;3;"131802";138;"522";"14";"1";"21";18;2,00;1101;253;804330;"4";"ÎÑ";"Â5";4;;"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;86751;0;;;1
8492;21;3;"131802";139;"522";"14";"1";"21";1;18,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";4;"47";"16";"37";"5";0;0;;0;;;;;;;;;;;;;30;86752;0;;;1
8493;21;3;"131802";139;"522";"14";"1";"21";2;12,00;1108;323;100200;"1À";"ÊÈÑ";"Ä2";3;"43";"3";"29";"3";0;0;;0;;;;;;;;;;;;;23;86753;0;;;1
8494;21;3;"131802";139;"522";"14";"1";"21";3;75,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";5;"180";"16";"37";"6";0;0;;0;;;;;;;;;;;;;30;86754;0;;;1
8495;21;3;"131802";139;"522";"14";"1";"21";4;9,00;1101;0;304110;"1";"ÑÍ";"Ä3";2;"10";"16";"37";"2";0;0;;0;"100200";;;;;;;;;;;;24;86755;0;;;1
8496;21;3;"131802";139;"522";"14";"1";"21";5;9,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";6;"16";"3";"29";"6";1211;0;"40";3211;;;;;;;;;;;;;23;86756;0;;;1
8497;21;3;"131802";139;"522";"14";"1";"21";6;11,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";5;"25";"16";"37";"6";0;0;"10";0;;;;;;;;;;;;;30;86757;0;;;1
8498;21;3;"131802";139;"522";"14";"1";"21";7;14,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";4;"32";"14";"35";"6";0;0;;0;"100200";;;;;;;;;;;;23;86758;0;;;1
8499;21;3;"131802";139;"522";"14";"1";"21";8;19,00;1509;0;304110;"1";"ÏÀÏ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";"12";"350";;"40";;;;;;;;30;86759;0;;;1
8500;21;3;"131802";139;"522";"14";"1";"21";9;19,00;1101;0;100200;"1";"×ÅÐ";"Ñ3";3;"34";"3";"29";"3";0;0;;0;;;;;;;;;;;;;12;86760;0;;;1
8501;21;3;"131802";139;"522";"14";"1";"21";10;9,00;1101;0;304110;"2";"ÒÀÂ";"Ñ4";4;"17";"16";"37";"5";0;0;;0;;;;;;;;;;;;;30;86761;0;;;1
8502;21;3;"131802";139;"522";"14";"1";"21";11;12,00;1101;0;302600;"1";"ÊÈÑ";"Ä2";4;"26";"14";"35";"6";0;0;;0;"100200";;;;;;;;;;;;23;86762;0;;;1
8503;21;3;"131802";139;"522";"14";"1";"21";12;24,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";3;"91";"3";"29";"3";1435;15;;1470;;;;;;;;;;;;;23;86763;0;;;1
8504;21;3;"131802";139;"522";"14";"1";"21";13;4,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86764;0;;;1
8505;21;3;"131802";139;"522";"14";"1";"21";14;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86765;0;;;1
8506;21;3;"131802";139;"522";"14";"1";"21";15;6,00;1101;253;804330;"4";"ÎÑ";"Â5";4;"1";"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;86766;0;;;1
8507;21;3;"131802";140;"522";"14";"1";"21";1;3,00;1101;0;100200;"1";"ÑÍ";"Ä3";3;"8";"3";"29";"3";0;0;;0;;;;;;;;;;;;;24;86767;0;;;1
8508;21;3;"131802";140;"522";"14";"1";"21";2;8,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";6;"23";"16";"37";"7";1211;0;;3285;;;;;;;;;;;;;32;86768;0;;;1
8509;21;3;"131802";140;"522";"14";"1";"21";3;19,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";6;"59";"16";"37";"7";1211;0;;3285;;;;;;;;;;;;;32;86769;0;;;1
8510;21;3;"131802";140;"522";"14";"1";"21";4;5,00;1101;0;302600;"1À";"ÑÍ";"Ä3";6;"16";"14";"35";"8";1211;0;;3211;"100200";;;;;;;;;;;;24;86770;0;;;1
8511;21;3;"131802";140;"522";"14";"1";"21";5;5,00;1101;0;304110;"2";"ÁÎË-Ï";"Ñ5";6;"9";"16";"37";"8";1211;0;;3285;;;;;;;;;;;;;32;86771;0;;;1
8512;21;3;"131802";140;"522";"14";"1";"21";6;50,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";6;"135";"16";"37";"7";1211;0;;3285;;;;;;;;;;;;;32;86772;0;;;1
8513;21;3;"131802";140;"522";"14";"1";"21";7;57,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";4;"154";"16";"37";"5";0;0;;0;;;;;;;;;;;;;32;86773;0;;;1
8514;21;3;"131802";140;"522";"14";"1";"21";8;7,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";4;"27";"3";"29";"4";0;0;;0;;;;;;;;;;;;;23;86774;0;;;1
8515;21;3;"131802";140;"522";"14";"1";"21";9;42,00;1101;0;302600;"1À";"ÑÍ";"Ä3";5;"130";"14";"35";"7";0;0;"10";0;"100200";;;;;;;;;;;;24;86775;0;;;1
8516;21;3;"131802";140;"522";"14";"1";"21";10;4,00;1101;0;100200;"1À";"ÑÍ";"Ä3";6;"17";"3";"29";"6";1211;0;"10";3285;;;;;;;;;;;;;24;86776;0;;;1
8517;21;3;"131802";140;"522";"14";"1";"21";11;13,00;1101;0;304110;"1À";"ÑÍ";"Ä3";1;"7";"16";"37";"1";0;0;;0;"100200";;;;;;;;;;;;24;86777;0;;;1
8518;21;3;"131802";140;"522";"14";"1";"21";12;23,00;1509;0;304110;"1";"ÏÀÏ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";"12";"400";;"40";;;;;;;;32;86778;0;;;1
8519;21;3;"131802";140;"522";"14";"1";"21";13;20,00;1101;0;302600;"2";"ÁÎË-Ï";"Â5";6;"44";"14";"35";"8";1211;0;;3285;;;;;;;;;;;;;33;86779;0;;;1
8520;21;3;"131802";140;"522";"14";"1";"21";14;9,00;1101;0;304110;"3";"ÁÎË-Ï";"Ñ5";2;"3";"16";"37";"2";0;0;;0;;;;;;;;;;;;;32;86780;0;;;1
8521;21;3;"131802";140;"522";"14";"1";"21";15;3,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";4;"8";"14";"35";"6";0;0;;0;"100200";;;;;;;;;;;;23;86781;0;;;1
8522;21;3;"131802";140;"522";"14";"1";"21";16;6,00;1101;0;202400;"1";"ÑÍ";"Ä3";3;"13";"9";"25";"4";0;0;;0;;;;;;;;;;;;;24;86782;0;;;1
8523;21;3;"131802";140;"522";"14";"1";"21";17;4,00;2310;0;0;;;;0;;;;;1881;0;;0;;;;;;;;;;;;;0;86783;0;;;1
8524;21;3;"131802";140;"522";"14";"1";"21";18;3,00;1101;253;804330;"4";"ÎÑ";"Â5";4;;"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;86784;0;;;1
8525;21;3;"131802";141;"522";"14";"1";"21";1;6,00;1101;0;302600;"1Á";"ÑÍ";"Ä3";4;"16";"14";"35";"6";0;0;"5";0;"100200";;;;;;;;;;;;24;86785;0;;;1
8526;21;3;"131802";141;"522";"14";"1";"21";2;11,00;1101;0;302600;"1";"ÑÍ";"Ä3";4;"23";"14";"35";"6";1621;0;"10";0;"100200";;;;;;;;;;;;24;86786;0;;;1
8527;21;3;"131802";141;"522";"14";"1";"21";3;62,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";5;"167";"16";"37";"6";0;0;;0;;;;;;;;;;;;;32;86787;0;;;1
8528;21;3;"131802";141;"522";"14";"1";"21";4;17,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";6;"44";"16";"37";"7";1211;0;"10";3285;;;;;;;;;;"10";;;32;86788;0;;;1
8529;21;3;"131802";141;"522";"14";"1";"21";5;19,00;1101;0;302600;"1Á";"ÑÍ";"Ä3";5;"55";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;;24;86789;0;;;1
8530;21;3;"131802";141;"522";"14";"1";"21";6;10,00;1101;0;302600;"1À";"ÑÍ";"Ä3";4;"29";"14";"35";"6";0;0;;0;"100200";;;;;;;;;;;;24;86790;0;;;1
8531;21;3;"131802";141;"522";"14";"1";"21";7;45,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";4;"108";"16";"37";"5";0;0;;0;;;;;;;;;;;;;32;86791;0;;;1
8532;21;3;"131802";141;"522";"14";"1";"21";8;15,00;1101;0;302600;"2";"ÁÎË-Ï";"Â5";7;"33";"14";"35";"10";1211;0;;3285;;;;;;;;;;;;;33;86792;0;;;1
8533;21;3;"131802";141;"522";"14";"1";"21";9;6,00;1108;0;202000;"1";"ÑÍ";"Ä3";3;"13";"6";"25";"4";0;0;;0;;;;;;;;;;;;;24;86793;0;;;1
8534;21;3;"131802";141;"522";"14";"1";"21";10;6,00;1101;0;304110;"1";"ÑÍ";"Ä3";4;"14";"16";"37";"5";0;0;;0;"100200";;;;;;;;;"20";;;24;86794;0;;;1
8535;21;3;"131802";141;"522";"14";"1";"21";11;16,00;1509;0;302600;"2";"ÎÑ-ÒÐ";"Ñ5";0;;"14";"35";;3285;0;;0;"302600";"13";"350";;"28";;;;;;;;32;86795;0;;;1
8536;21;3;"131802";141;"522";"14";"1";"21";12;28,00;1101;0;304110;"2";"ÎÑ";"Ñ5";2;"17";"16";"37";"2";0;0;;0;;;;;;;;;;;;;32;86796;0;;;1
8537;21;3;"131802";141;"522";"14";"1";"21";13;5,00;1101;0;302600;"1";"ÏÀÏ";"Ñ4";3;"7";"14";"35";"3";0;0;;0;;;;;;;;;;;;;32;86797;0;;;1
8538;21;3;"131802";141;"522";"14";"1";"21";14;24,00;1510;0;302600;"2";"ÏÐ-ÒÐ";"Ñ5";0;;"14";"35";;3285;0;;0;"302600";;;;;;;;;;;;32;86798;0;;;1
8539;21;3;"131802";141;"522";"14";"1";"21";15;5,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;86799;0;;;1
8540;21;3;"131802";141;"522";"14";"1";"21";16;7,00;1101;0;302600;"2";"ÎÑ-ÒÐ";"Ñ5";6;"15";"14";"35";"9";1211;0;;3285;;;;;;;;;;;;;32;86800;0;;;1
8541;21;3;"131802";141;"522";"14";"1";"21";17;9,00;1510;0;302600;"2";"ÏÐ-ÒÐ";"Ñ5";0;;"14";"35";;3285;0;;0;"302600";;;;;;;;;;;;32;86801;0;;;1
8542;21;3;"131802";142;"556";"14";"1";"21";1;18,00;1101;403;100100;"1À";"ÊÈÑ";"Ñ2";4;"65";"1";"29";"4";0;0;;0;;;;;;;;;;;;;12;86802;0;;;1
8543;21;3;"131802";142;"556";"14";"1";"21";2;40,00;1108;0;100100;"1";"ÌØ";"À2";4;"108";"1";"29";"4";0;0;;0;;;;;;;;;;;;;7;86803;0;;;1
8544;21;3;"131802";142;"556";"14";"1";"21";3;5,00;1108;403;100100;"1";"ÎÐ";"Â2";4;"18";"1";"29";"4";1435;10;;1470;;;;;;;;;;;;;12;86804;0;;;1
8545;21;3;"131802";142;"556";"14";"1";"21";4;3,00;1108;403;100200;"1";"ÎÐ";"Ñ2";2;"3";"3";"29";"2";0;0;;0;;;;;;;;;;;;;12;86805;0;;;1
8546;21;3;"131802";142;"556";"14";"1";"21";5;5,00;1108;0;100200;"1";"ÎÐ";"Ñ2";2;"7";"3";"29";"2";0;0;;0;;;;;;;;;;;;;12;86806;0;;;1
8547;21;3;"131802";142;"556";"14";"1";"21";6;177,00;1108;0;100100;"1";"ÎÐ";"Â2";4;"602";"1";"29";"4";1435;10;;1470;;;;;;;;;;;;;8;86807;0;;;1
